formatted_date,date,high,low,open,close,volume,adjclose
2025-01-02,1735828200,44.59000015258789,43.79999923706055,44.13999938964844,44.290000915527344,25610600,43.28742980957031
2025-01-03,1735914600,44.849998474121094,44.150001525878906,44.75,44.810001373291016,23455700,43.795658111572266
2025-01-06,1736173800,46.150001525878906,45.099998474121094,45.15999984741211,45.400001525878906,30518500,44.37230682373047
2025-01-07,1736260200,46.650001525878906,45.650001525878906,46.279998779296875,46.08000183105469,41111200,45.03691101074219
2025-01-08,1736346600,46.2599983215332,45.689998626708984,45.900001525878906,46.209999084472656,40246000,45.163963317871094
2025-01-10,1736519400,46.04999923706055,44.7400016784668,46.0,45.11000061035156,40741300,44.0888671875
2025-01-13,1736778600,45.34000015258789,44.689998626708984,45.099998474121094,45.060001373291016,34353600,44.03999710083008
2025-01-14,1736865000,45.91999816894531,45.22999954223633,45.599998474121094,45.779998779296875,36379000,44.74370193481445
2025-01-15,1736951400,47.459999084472656,46.84000015258789,47.119998931884766,47.099998474121094,57154800,46.03382110595703
2025-01-16,1737037800,47.5099983215332,45.81999969482422,47.0,46.63999938964844,56339300,45.584232330322266
2025-01-17,1737124200,46.880001068115234,46.08000183105469,46.61000061035156,46.529998779296875,44486100,45.476722717285156
2025-01-21,1737469800,47.150001525878906,46.540000915527344,46.619998931884766,46.65999984741211,52089100,45.603782653808594
2025-01-22,1737556200,46.72999954223633,45.7599983215332,46.599998474121094,45.790000915527344,40296200,44.753475189208984
2025-01-23,1737642600,46.88999938964844,46.04999923706055,46.04999923706055,46.38999938964844,35324100,45.33989334106445
2025-01-24,1737729000,46.86000061035156,46.150001525878906,46.22999954223633,46.52000045776367,24655100,45.466949462890625
2025-01-27,1737988200,47.13999938964844,46.380001068115234,46.54999923706055,47.09000015258789,44260000,46.024044036865234
2025-01-28,1738074600,47.439998626708984,46.709999084472656,47.08000183105469,46.84000015258789,27156600,45.77970886230469
2025-01-29,1738161000,47.38999938964844,46.63999938964844,46.75,46.75,23681500,45.691741943359375
2025-01-30,1738247400,47.16999816894531,46.400001525878906,47.11000061035156,46.720001220703125,31199900,45.66242599487305
2025-01-31,1738333800,46.83000183105469,46.15999984741211,46.70000076293945,46.29999923706055,30388900,45.251930236816406
2025-02-03,1738593000,46.47999954223633,45.11000061035156,45.41999816894531,46.209999084472656,36497700,45.163963317871094
2025-02-04,1738679400,47.130001068115234,46.27000045776367,46.349998474121094,46.709999084472656,32894000,45.652645111083984
2025-02-05,1738765800,47.130001068115234,46.63999938964844,46.97999954223633,47.11000061035156,27696600,46.04359436035156
2025-02-06,1738852200,47.97999954223633,47.16999816894531,47.439998626708984,47.7400016784668,39793400,46.659332275390625
2025-02-07,1738938600,47.970001220703125,47.380001068115234,47.84000015258789,47.400001525878906,26504700,46.327030181884766
2025-02-10,1739197800,47.560001373291016,46.400001525878906,47.47999954223633,46.66999816894531,26725200,45.613548278808594
2025-02-11,1739284200,46.93000030517578,46.279998779296875,46.54999923706055,46.790000915527344,20314900,45.730838775634766
2025-02-12,1739370600,46.58000183105469,45.939998626708984,46.56999969482422,46.209999084472656,29777100,45.163963317871094
2025-02-13,1739457000,46.56999969482422,45.970001220703125,46.52000045776367,46.33000183105469,26815400,45.28125
2025-02-14,1739543400,47.09000015258789,46.47999954223633,46.47999954223633,46.959999084472656,25960500,45.89699172973633
2025-02-18,1739889000,46.650001525878906,46.15999984741211,46.560001373291016,46.529998779296875,37824100,45.476722717285156
2025-02-19,1739975400,46.060001373291016,45.41999816894531,45.880001068115234,46.0099983215332,38967800,44.9684944152832
2025-02-20,1740061800,46.189998626708984,45.040000915527344,45.900001525878906,45.29999923706055,40001100,44.27456283569336
2025-02-21,1740148200,45.5099983215332,44.540000915527344,45.25,44.810001373291016,43485900,43.795658111572266
2025-02-24,1740407400,45.38999938964844,44.439998626708984,45.029998779296875,44.459999084472656,35512200,43.453582763671875
2025-02-25,1740493800,44.84000015258789,43.349998474121094,44.529998779296875,43.939998626708984,38119000,42.94534683227539
2025-02-26,1740580200,44.54999923706055,43.86000061035156,44.040000915527344,43.939998626708984,32251700,42.94534683227539
2025-02-27,1740666600,44.779998779296875,43.939998626708984,44.09000015258789,44.119998931884766,28477700,43.12127685546875
2025-02-28,1740753000,46.20000076293945,44.20000076293945,44.31999969482422,46.099998474121094,62621100,45.056453704833984
2025-03-03,1741012200,46.959999084472656,45.220001220703125,46.209999084472656,45.560001373291016,46946000,44.528682708740234
2025-03-04,1741098600,44.84000015258789,42.029998779296875,44.72999954223633,42.66999816894531,78278100,41.704097747802734
2025-03-05,1741185000,42.72999954223633,41.709999084472656,42.650001525878906,42.290000915527344,52588900,41.33270263671875
2025-03-06,1741271400,41.88999938964844,40.959999084472656,41.59000015258789,41.459999084472656,58103500,40.52149200439453
2025-03-07,1741357800,41.72999954223633,40.61000061035156,41.310001373291016,41.400001525878906,50651400,40.71820068359375
2025-03-10,1741613400,40.619998931884766,39.18000030517578,40.400001525878906,39.83000183105469,77498400,39.17405319213867
2025-03-11,1741699800,40.65999984741211,39.27000045776367,39.70000076293945,39.61000061035156,50608400,38.957679748535156
2025-03-12,1741786200,40.5,39.20000076293945,40.310001373291016,39.90999984741211,42290700,39.25273513793945
2025-03-13,1741872600,40.189998626708984,39.33000183105469,39.970001220703125,39.66999816894531,37766100,39.016685485839844
2025-03-14,1741959000,41.02000045776367,40.16999816894531,40.2599983215332,40.88999938964844,35979900,40.21659851074219
2025-03-17,1742218200,41.77000045776367,40.59000015258789,40.91999816894531,41.439998626708984,37242800,40.75753402709961
2025-03-18,1742304600,41.83000183105469,41.290000915527344,41.720001220703125,41.650001525878906,37644500,40.964080810546875
2025-03-19,1742391000,42.70000076293945,41.29999923706055,41.720001220703125,42.209999084472656,42471100,41.51485824584961
2025-03-20,1742477400,42.720001220703125,41.650001525878906,41.7599983215332,42.47999954223633,41018100,41.78041076660156
2025-03-21,1742563800,42.65999984741211,41.88999938964844,42.15999984741211,42.470001220703125,65011000,41.77058029174805
2025-03-24,1742823000,43.150001525878906,42.75,42.93000030517578,43.06999969482422,30646100,42.360694885253906
2025-03-25,1742909400,43.529998779296875,43.040000915527344,43.349998474121094,43.279998779296875,25445300,42.56723403930664
2025-03-26,1742995800,43.720001220703125,42.72999954223633,43.459999084472656,42.81999969482422,30012100,42.114810943603516
2025-03-27,1743082200,43.09000015258789,42.52000045776367,42.81999969482422,42.560001373291016,25619200,41.85909652709961
2025-03-28,1743168600,42.619998931884766,40.9900016784668,42.439998626708984,41.25,34253000,40.5706672668457
2025-03-31,1743427800,41.900001525878906,40.599998474121094,40.779998779296875,41.72999954223633,36390000,41.04275894165039
2025-04-01,1743514200,41.70000076293945,40.970001220703125,41.31999969482422,41.4900016784668,25578500,40.80671691894531
2025-04-02,1743600600,41.970001220703125,40.81999969482422,40.880001068115234,41.849998474121094,28216100,41.16078567504883
2025-04-03,1743687000,38.84000015258789,37.02000045776367,38.630001068115234,37.220001220703125,115497900,36.60704040527344
2025-04-04,1743773400,35.790000915527344,33.66999816894531,35.290000915527344,34.38999938964844,107761200,33.82364273071289
2025-04-07,1744032600,36.630001068115234,33.540000915527344,34.970001220703125,35.58000183105469,137329100,34.994049072265625
2025-04-08,1744119000,37.33000183105469,34.33000183105469,36.86000061035156,35.029998779296875,79116300,34.453102111816406
2025-04-09,1744205400,37.849998474121094,33.06999969482422,34.04999923706055,37.150001525878906,161173500,36.53818893432617
2025-04-10,1744291800,36.400001525878906,34.630001068115234,36.31999969482422,35.849998474121094,90451800,35.25959396362305
2025-04-11,1744378200,36.22999954223633,34.810001373291016,35.20000076293945,35.95000076293945,63671900,35.35795211791992
2025-04-14,1744637400,36.9900016784668,36.27000045776367,36.4900016784668,36.66999816894531,46830600,36.06609344482422
2025-04-15,1744723800,38.75,37.79999923706055,37.79999923706055,37.9900016784668,84677800,37.364356994628906
2025-04-16,1744810200,38.15999984741211,36.970001220703125,37.86000061035156,37.33000183105469,52872700,36.71522903442383
2025-04-17,1744896600,37.869998931884766,37.2400016784668,37.5099983215332,37.40999984741211,47144400,36.793907165527344
2025-04-21,1745242200,37.279998779296875,36.4900016784668,37.06999969482422,36.91999816894531,34928300,36.31197738647461
2025-04-22,1745328600,38.4900016784668,37.400001525878906,37.56999969482422,38.31999969482422,42288900,37.68892288208008
2025-04-23,1745415000,40.130001068115234,38.66999816894531,39.40999984741211,38.75,54428400,38.111839294433594
